Age,Gender,Occupation
57.0,Male,Teacher
88.0,Female,Nurse
69.0,Female,N/A
44.0,N/A,Engineer
50.82427536231884,Male,Engineer
45.0,Female,Teacher
41.0,Female,Nurse
49.78237410071942,Female,Doctor
50.82427536231884,Male,Nurse
50.19349722442506,N/A,Doctor
89.0,Male,Teacher
95.0,Female,N/A
85.0,Female,Artist
54.0,N/A,N/A
95.0,Female,Teacher
50.19349722442506,N/A,Doctor
77.0,Male,Teacher
19.0,N/A,Nurse
80.0,Male,Doctor
45.0,Male,Nurse
27.0,Female,Doctor
19.0,Male,N/A
35.0,Male,Teacher
3.0,Male,N/A
53.0,Male,Teacher
65.0,Female,Teacher
20.0,Male,Engineer
36.0,Female,Doctor
21.0,Male,Lawyer
78.0,Male,Lawyer
67.0,Female,N/A
49.78237410071942,Female,Nurse
73.0,Male,Artist
50.0,Male,N/A
73.0,Female,Artist
82.0,Female,N/A
28.0,Female,Artist
96.0,Male,Nurse
43.0,Female,N/A
93.0,Male,Artist
15.0,Male,Scientist
49.78237410071942,Female,Scientist
58.0,Male,Teacher
45.0,Female,Artist
78.0,Male,Artist
10.0,Male,Engineer
42.0,Male,Scientist
50.82427536231884,Male,Nurse
51.0,Male,Engineer
95.0,Female,N/A
75.0,Male,Scientist
16.0,Female,Teacher
49.78237410071942,Female,Artist
80.0,Female,Doctor
8.0,Female,Doctor
68.0,Male,Artist
49.0,Female,N/A
14.0,Male,Nurse
29.0,Female,Teacher
50.19349722442506,N/A,N/A
20.0,Male,N/A
9.0,Male,Nurse
28.0,Male,N/A
50.19349722442506,N/A,Nurse
98.0,Female,Lawyer
18.0,Male,Engineer
51.0,Male,N/A
18.0,N/A,Nurse
39.0,Male,Scientist
7.0,Male,Nurse
95.0,Male,N/A
84.0,Female,N/A
24.0,Male,Nurse
39.0,Female,Nurse
0.0,Male,Scientist
80.0,Male,Lawyer
23.0,Male,Lawyer
84.0,Male,Lawyer
76.0,N/A,Artist
82.0,Male,Artist
27.0,Male,Engineer
66.0,Female,N/A
62.0,Male,N/A
13.0,Female,Engineer
75.0,N/A,Artist
23.0,N/A,Artist
82.0,Male,Doctor
70.0,Female,Nurse
74.0,Female,Engineer
82.0,Female,Nurse
72.0,Male,Teacher
87.0,N/A,Engineer
79.0,Male,Artist
50.82427536231884,Male,Scientist
51.0,Female,Lawyer
48.0,Male,N/A
22.0,Female,Doctor
26.0,Female,Engineer
4.0,Female,Artist
30.0,Male,Engineer
85.0,Male,Scientist
54.0,Female,Doctor
91.0,Male,Teacher
45.0,Male,Lawyer
27.0,Male,Lawyer
6.0,Male,Nurse
26.0,Female,Lawyer
50.82427536231884,Male,Lawyer
30.0,Male,Scientist
3.0,Male,Nurse
37.0,Female,Nurse
15.0,Male,N/A
34.0,Female,Nurse
53.0,Female,Lawyer
74.0,Female,Engineer
89.0,Male,Teacher
58.0,Male,Teacher
51.0,Female,Engineer
65.0,Female,Scientist
24.0,Male,N/A
50.82427536231884,Male,Teacher
7.0,Female,Nurse
49.0,Female,Doctor
91.0,Female,Doctor
71.0,N/A,Artist
79.0,Female,N/A
13.0,Male,Teacher
97.0,Female,Lawyer
21.0,Male,Doctor
48.0,Male,Teacher
33.0,N/A,Artist
12.0,Male,Engineer
57.0,Female,Nurse
34.0,Male,Teacher
53.0,Female,Nurse
50.82427536231884,Male,Teacher
52.0,Male,Teacher
96.0,Male,Teacher
54.0,Male,Teacher
44.0,Female,N/A
70.0,Female,Engineer
19.0,Female,Lawyer
54.0,Male,Lawyer
50.82427536231884,Male,Lawyer
49.0,Male,Artist
35.0,Male,Lawyer
97.0,Male,Nurse
56.0,N/A,Scientist
59.0,Male,Nurse
42.0,N/A,Artist
100.0,Male,Scientist
31.0,N/A,Nurse
38.0,N/A,N/A
59.0,Male,Artist
86.0,Male,Doctor
31.0,N/A,Engineer
1.0,Female,N/A
15.0,Female,Artist
86.0,Male,Engineer
1.0,Male,Teacher
22.0,Female,Artist
19.0,Male,Engineer
92.0,Male,Scientist
50.82427536231884,Male,Nurse
33.0,Male,N/A
15.0,Male,Artist
27.0,Female,Lawyer
49.78237410071942,Female,N/A
3.0,Female,Engineer
52.0,Female,N/A
44.0,Male,Teacher
49.78237410071942,Female,Scientist
29.0,N/A,Lawyer
43.0,Female,Teacher
88.0,Female,Doctor
9.0,Female,Artist
45.0,Male,Nurse
89.0,Male,Lawyer
46.0,N/A,Doctor
38.0,N/A,Nurse
19.0,N/A,Artist
88.0,Female,Doctor
45.0,Male,Doctor
49.78237410071942,Female,N/A
23.0,Male,Teacher
50.82427536231884,Male,Doctor
19.0,Male,Lawyer
12.0,Female,N/A
36.0,Female,Artist
14.0,Male,Doctor
9.0,Male,Nurse
49.78237410071942,Female,N/A
31.0,Male,Artist
38.0,Female,Doctor
45.0,Female,N/A
49.78237410071942,Female,Nurse
45.0,Male,Scientist
29.0,Male,Scientist
25.0,N/A,Scientist
55.0,Male,Artist
3.0,Male,Nurse
24.0,Female,Lawyer
13.0,Male,Artist
1.0,Male,Teacher
57.0,Female,Artist
57.0,Female,Teacher
60.0,Male,Nurse
95.0,Male,Nurse
89.0,Female,Nurse
26.0,Male,Lawyer
88.0,Male,Artist
76.0,Female,Doctor
87.0,Female,Doctor
60.0,Female,Artist
95.0,Male,Engineer
36.0,N/A,Scientist
50.82427536231884,Male,Artist
23.0,Female,Engineer
21.0,Male,N/A
22.0,Male,Doctor
50.0,Male,Lawyer
90.0,Male,Lawyer
25.0,Male,Nurse
34.0,Male,Nurse
45.0,Male,Scientist
49.0,N/A,Artist
49.0,Male,Teacher
24.0,Male,Artist
86.0,Female,Engineer
49.78237410071942,Female,Doctor
8.0,Female,Engineer
54.0,N/A,Lawyer
27.0,Female,Engineer
29.0,Male,Engineer
98.0,Male,Nurse
53.0,Male,Artist
23.0,Male,Nurse
17.0,Male,Teacher
15.0,N/A,Teacher
29.0,Male,Doctor
75.0,Male,Lawyer
70.0,Female,N/A
11.0,Female,Doctor
88.0,Female,Nurse
13.0,N/A,Doctor
50.19349722442506,N/A,Scientist
31.0,Female,Artist
6.0,Male,N/A
97.0,N/A,Scientist
67.0,Male,Artist
49.78237410071942,Female,Artist
64.0,Female,Engineer
63.0,Male,Lawyer
100.0,Male,Engineer
98.0,Male,Nurse
5.0,N/A,Nurse
50.0,Female,Engineer
90.0,Female,Teacher
45.0,N/A,Scientist
49.78237410071942,Female,Teacher
96.0,Female,Nurse
69.0,Female,Nurse
39.0,Female,Teacher
1.0,Male,Artist
32.0,Female,Artist
57.0,Female,Artist
78.0,Female,Engineer
11.0,Female,Artist
64.0,Male,Scientist
49.78237410071942,Female,Nurse
51.0,Female,Teacher
50.82427536231884,Male,Doctor
33.0,Female,Doctor
45.0,Female,Artist
13.0,Female,Nurse
71.0,Female,Engineer
4.0,Male,Artist
86.0,Female,N/A
46.0,Male,Engineer
31.0,Female,Artist
4.0,Female,N/A
9.0,N/A,N/A
61.0,Male,Scientist
85.0,Male,Scientist
67.0,Male,Engineer
67.0,Female,Nurse
24.0,N/A,Scientist
79.0,Female,Engineer
55.0,Male,Scientist
71.0,Female,Scientist
50.0,Male,Nurse
65.0,Female,Artist
50.19349722442506,N/A,N/A
45.0,Male,N/A
17.0,Female,Doctor
76.0,Male,Teacher
100.0,N/A,Nurse
38.0,Female,N/A
77.0,Female,Engineer
29.0,Male,Scientist
91.0,Male,Teacher
94.0,N/A,Teacher
74.0,Female,Nurse
98.0,Male,Nurse
83.0,Female,Teacher
31.0,Male,Nurse
72.0,N/A,Doctor
69.0,N/A,N/A
45.0,Female,Lawyer
95.0,Female,Nurse
40.0,Male,Engineer
6.0,Male,Engineer
34.0,Female,Nurse
14.0,Male,Scientist
30.0,N/A,Engineer
7.0,N/A,Scientist
44.0,Female,N/A
49.78237410071942,Female,Nurse
20.0,Female,Artist
13.0,Female,Scientist
3.0,Female,Lawyer
50.0,Male,Scientist
62.0,N/A,Engineer
61.0,Male,N/A
49.78237410071942,Female,N/A
50.19349722442506,N/A,Nurse
84.0,Male,Artist
6.0,Female,Lawyer
39.0,Male,Doctor
93.0,Female,Teacher
75.0,Male,N/A
53.0,Male,Lawyer
65.0,Male,Scientist
51.0,Male,Artist
77.0,Female,Teacher
80.0,Female,N/A
83.0,Female,Artist
69.0,N/A,Engineer
69.0,Female,Artist
43.0,Female,Lawyer
53.0,Female,Nurse
86.0,N/A,Nurse
96.0,Female,Doctor
31.0,N/A,Nurse
100.0,Male,N/A
49.78237410071942,Female,N/A
50.19349722442506,N/A,Scientist
74.0,Male,Doctor
46.0,Male,Doctor
29.0,Female,Doctor
50.82427536231884,Male,Engineer
52.0,N/A,Engineer
3.0,Male,Nurse
49.0,Female,Nurse
49.0,Female,Doctor
13.0,Female,N/A
33.0,Female,Engineer
14.0,Male,Nurse
50.0,N/A,Engineer
91.0,Female,Engineer
80.0,N/A,Lawyer
2.0,Male,N/A
27.0,Male,Engineer
49.78237410071942,Female,Doctor
7.0,Male,Artist
84.0,Male,Lawyer
25.0,Female,Artist
15.0,Female,Engineer
49.78237410071942,Female,Scientist
22.0,Female,Lawyer
31.0,Male,Lawyer
24.0,Female,Lawyer
9.0,Male,Doctor
89.0,Female,Doctor
69.0,Female,Lawyer
92.0,N/A,Engineer
88.0,Female,Doctor
49.0,Female,Scientist
8.0,Male,Doctor
15.0,Female,Artist
60.0,Female,Nurse
7.0,Male,Engineer
44.0,Male,Nurse
82.0,N/A,Nurse
40.0,Male,Teacher
91.0,Male,Doctor
46.0,Male,Engineer
49.78237410071942,Female,Lawyer
51.0,Female,Engineer
19.0,Female,Scientist
19.0,N/A,N/A
11.0,Male,Teacher
27.0,Female,Engineer
49.78237410071942,Female,Lawyer
39.0,N/A,Artist
46.0,Female,N/A
91.0,N/A,Teacher
3.0,Male,Lawyer
98.0,Male,N/A
5.0,N/A,Engineer
5.0,Male,Lawyer
32.0,Male,Engineer
50.82427536231884,Male,N/A
41.0,Male,Scientist
47.0,Female,Scientist
99.0,Female,Teacher
33.0,Female,Scientist
47.0,Male,Doctor
65.0,Male,Artist
39.0,Female,N/A
49.78237410071942,Female,Teacher
4.0,Male,Lawyer
61.0,Male,Doctor
71.0,Female,Scientist
49.78237410071942,Female,Scientist
72.0,Male,Lawyer
95.0,Male,Teacher
95.0,Female,Artist
49.0,Male,Scientist
52.0,Male,Lawyer
73.0,Female,Lawyer
58.0,Female,Engineer
19.0,Male,Nurse
23.0,N/A,Teacher
47.0,Male,Lawyer
79.0,Female,Teacher
62.0,Male,Nurse
34.0,Male,N/A
53.0,Female,Doctor
15.0,Female,Nurse
91.0,Male,Artist
81.0,Female,N/A
14.0,Female,Teacher
91.0,Male,Teacher
21.0,Female,Lawyer
11.0,Female,Artist
85.0,N/A,Lawyer
38.0,Male,Teacher
52.0,Male,Scientist
71.0,Female,Scientist
97.0,Female,Scientist
44.0,Male,Doctor
42.0,Female,Engineer
22.0,Male,Doctor
98.0,Male,Doctor
10.0,Male,Engineer
12.0,Male,Lawyer
88.0,Male,Teacher
35.0,Female,Lawyer
34.0,N/A,Scientist
5.0,Female,N/A
73.0,Male,Nurse
21.0,Male,Doctor
78.0,Female,Lawyer
47.0,Female,Lawyer
22.0,Female,Teacher
95.0,Female,N/A
36.0,Female,Teacher
37.0,Female,Artist
20.0,Female,Engineer
50.82427536231884,Male,Scientist
19.0,N/A,Lawyer
19.0,Male,Artist
49.78237410071942,Female,Lawyer
44.0,Female,Engineer
28.0,Male,Teacher
50.82427536231884,Male,Scientist
84.0,Male,Lawyer
1.0,Male,Doctor
55.0,Male,Scientist
39.0,Male,Engineer
7.0,Male,Engineer
29.0,Female,N/A
54.0,Female,Lawyer
35.0,Male,Teacher
83.0,N/A,Scientist
11.0,N/A,Doctor
9.0,Female,Doctor
7.0,Male,N/A
31.0,Female,Scientist
25.0,N/A,N/A
80.0,Male,Artist
77.0,Female,N/A
49.78237410071942,Female,N/A
14.0,Male,Artist
41.0,Female,Scientist
51.0,Male,Nurse
77.0,Female,Doctor
95.0,Female,Lawyer
44.0,Male,Scientist
49.78237410071942,Female,Lawyer
11.0,Female,Engineer
30.0,Female,Lawyer
49.78237410071942,Female,Artist
57.0,N/A,N/A
2.0,N/A,Nurse
10.0,Male,Scientist
20.0,Female,Engineer
50.82427536231884,Male,Doctor
77.0,N/A,Engineer
63.0,Female,N/A
77.0,Male,Scientist
17.0,Male,Lawyer
93.0,Female,Lawyer
50.82427536231884,Male,Lawyer
88.0,Female,Doctor
61.0,Female,Teacher
76.0,Male,Nurse
8.0,Female,N/A
50.0,Male,Lawyer
63.0,Male,Nurse
89.0,Female,N/A
49.78237410071942,Female,Scientist
21.0,Male,Teacher
70.0,Female,Doctor
11.0,Male,Teacher
23.0,Female,Teacher
6.0,Female,N/A
28.0,Male,Engineer
59.0,Female,Teacher
52.0,Female,Doctor
74.0,Male,N/A
98.0,Female,Engineer
2.0,N/A,Lawyer
87.0,Female,Lawyer
57.0,N/A,Engineer
50.82427536231884,Male,Nurse
72.0,Male,Teacher
13.0,Female,Artist
66.0,Female,Teacher
36.0,N/A,Doctor
22.0,Male,Teacher
24.0,Male,Lawyer
67.0,Female,Engineer
75.0,Female,Teacher
70.0,Male,Scientist
42.0,Male,Nurse
50.82427536231884,Male,Doctor
14.0,Male,Artist
28.0,Female,Scientist
1.0,Male,Artist
26.0,Female,Doctor
79.0,Female,Engineer
72.0,Male,Doctor
68.0,Male,Engineer
97.0,Female,Teacher
50.0,N/A,N/A
19.0,Male,Teacher
89.0,Female,Artist
20.0,Female,Nurse
66.0,Female,Engineer
45.0,Male,Artist
82.0,Male,N/A
32.0,Female,Lawyer
26.0,Male,N/A
54.0,Male,Artist
69.0,Male,Scientist
53.0,Female,Artist
50.82427536231884,Male,Nurse
58.0,Male,N/A
84.0,Female,Doctor
44.0,Female,Nurse
18.0,Male,Nurse
93.0,Male,Lawyer
36.0,Male,N/A
12.0,Female,Engineer
51.0,Male,N/A
53.0,Male,N/A
76.0,Male,Lawyer
82.0,Male,Scientist
49.78237410071942,Female,Engineer
55.0,Female,Nurse
46.0,Male,N/A
16.0,Female,Engineer
13.0,Male,Lawyer
50.82427536231884,Male,Artist
62.0,Male,Teacher
76.0,Male,Engineer
50.82427536231884,Male,Lawyer
39.0,Female,N/A
21.0,Female,Doctor
50.82427536231884,Male,Teacher
36.0,Female,N/A
15.0,Female,Nurse
85.0,Male,N/A
68.0,Male,Teacher
43.0,Female,Artist
23.0,Female,Artist
77.0,N/A,Artist
68.0,Female,Scientist
53.0,Male,Engineer
49.78237410071942,Female,Doctor
56.0,N/A,N/A
8.0,Female,N/A
78.0,Female,Doctor
37.0,Female,Nurse
44.0,Female,Nurse
90.0,Male,Scientist
20.0,Male,Nurse
98.0,Male,Artist
82.0,Female,Lawyer
63.0,Female,Lawyer
50.82427536231884,Male,Scientist
60.0,Female,Nurse
2.0,Male,Scientist
50.82427536231884,Male,Nurse
86.0,Female,Artist
90.0,Female,Teacher
49.0,Male,Lawyer
94.0,Female,Nurse
12.0,Female,Artist
39.0,Male,Lawyer
81.0,N/A,N/A
51.0,Male,N/A
76.0,N/A,Lawyer
34.0,Female,Artist
99.0,Female,Artist
85.0,Male,Artist
34.0,Female,Scientist
10.0,Female,Lawyer
88.0,Female,N/A
82.0,Male,Scientist
0.0,Female,N/A
86.0,Female,N/A
44.0,Male,Teacher
20.0,Female,Nurse
48.0,Female,Engineer
81.0,Male,Lawyer
60.0,Male,Lawyer
31.0,Female,N/A
71.0,Female,Nurse
83.0,Male,Scientist
61.0,Female,Teacher
81.0,Female,Doctor
95.0,Male,Teacher
37.0,Male,Artist
39.0,Female,Teacher
99.0,Male,Teacher
67.0,Male,Artist
55.0,Female,Engineer
68.0,Male,Doctor
73.0,Female,Teacher
83.0,Male,N/A
21.0,Female,Lawyer
7.0,Male,Doctor
18.0,Female,Engineer
42.0,Female,Artist
76.0,Female,Doctor
61.0,Male,Teacher
33.0,Female,Engineer
77.0,Male,N/A
81.0,Female,Nurse
55.0,Female,Nurse
60.0,Female,N/A
50.82427536231884,Male,Lawyer
21.0,Female,Teacher
80.0,Male,Lawyer
95.0,Female,Nurse
19.0,Male,Doctor
46.0,Male,Nurse
23.0,Male,Engineer
31.0,Female,Scientist
87.0,Female,Artist
71.0,Male,Lawyer
49.78237410071942,Female,Engineer
86.0,Male,Engineer
7.0,N/A,Teacher
33.0,Male,Doctor
26.0,Female,Doctor
45.0,Female,N/A
26.0,Female,Artist
49.78237410071942,Female,Teacher
30.0,Male,N/A
21.0,Female,Teacher
37.0,Female,Scientist
80.0,N/A,Teacher
91.0,Female,Nurse
15.0,Female,Doctor
50.82427536231884,Male,Teacher
67.0,Male,Engineer
22.0,Female,Artist
92.0,Male,Doctor
90.0,Male,Teacher
40.0,Female,Engineer
50.19349722442506,N/A,Lawyer
47.0,N/A,Scientist
49.0,Male,Teacher
35.0,Female,N/A
88.0,Male,Doctor
13.0,N/A,Lawyer
93.0,Male,Nurse
73.0,Male,Artist
85.0,Female,Scientist
50.19349722442506,N/A,Nurse
75.0,Female,Lawyer
19.0,Male,Artist
85.0,Female,Lawyer
94.0,Male,Artist
74.0,Male,Scientist
40.0,Male,N/A
69.0,Female,Scientist
100.0,Male,Artist
13.0,N/A,Artist
37.0,Male,Nurse
81.0,Female,N/A
84.0,Female,Artist
88.0,Male,Doctor
5.0,Male,Engineer
95.0,Female,Doctor
100.0,Female,Scientist
62.0,Male,Nurse
72.0,Male,Doctor
95.0,Female,Nurse
50.82427536231884,Male,Artist
19.0,Male,Scientist
59.0,Male,Teacher
38.0,Female,Nurse
60.0,N/A,Doctor
53.0,Female,Nurse
49.78237410071942,Female,Lawyer
91.0,Female,N/A
67.0,Female,Nurse
88.0,N/A,Lawyer
50.0,Male,Artist
50.82427536231884,Male,Lawyer
18.0,Female,Artist
49.78237410071942,Female,Doctor
22.0,N/A,Doctor
39.0,Female,Scientist
10.0,Male,Engineer
17.0,Female,Teacher
53.0,Male,Doctor
6.0,Female,Teacher
74.0,Female,Scientist
14.0,N/A,N/A
77.0,Male,Nurse
39.0,Female,Lawyer
45.0,Female,Artist
77.0,N/A,N/A
50.82427536231884,Male,N/A
3.0,N/A,Artist
99.0,Male,Doctor
71.0,Male,Nurse
21.0,Female,Lawyer
92.0,Female,Lawyer
89.0,Male,N/A
37.0,Female,N/A
29.0,Female,Doctor
17.0,Female,Scientist
85.0,Male,Artist
50.82427536231884,Male,Teacher
93.0,N/A,Engineer
6.0,Female,Artist
12.0,Female,Artist
11.0,Male,Lawyer
72.0,Male,Artist
50.82427536231884,Male,N/A
49.0,Female,Teacher
51.0,Female,Doctor
11.0,Male,Doctor
96.0,Male,Engineer
84.0,Male,Nurse
77.0,Female,Doctor
8.0,N/A,Nurse
44.0,Male,Doctor
95.0,Male,Scientist
12.0,Male,Teacher
28.0,Female,N/A
86.0,N/A,Scientist
58.0,Female,Artist
95.0,Female,Artist
89.0,Male,Artist
76.0,Female,Nurse
96.0,Male,Engineer
64.0,N/A,Engineer
75.0,Male,Engineer
15.0,Female,N/A
49.78237410071942,Female,Lawyer
55.0,Female,Teacher
23.0,Female,N/A
34.0,Female,Artist
50.82427536231884,Male,N/A
9.0,Male,Engineer
56.0,Female,Scientist
78.0,Male,Lawyer
80.0,Male,Doctor
95.0,Male,Engineer
14.0,Male,Lawyer
68.0,Male,Nurse
80.0,Male,Scientist
59.0,Female,Doctor
10.0,Female,Nurse
28.0,Female,Teacher
25.0,Male,Teacher
88.0,Female,Lawyer
22.0,Male,Engineer
20.0,Female,Doctor
36.0,N/A,Lawyer
9.0,Male,Doctor
49.78237410071942,Female,Teacher
99.0,Male,Engineer
71.0,Male,Engineer
93.0,Female,Doctor
43.0,Female,Nurse
87.0,Male,Scientist
1.0,Male,Scientist
8.0,Male,Scientist
13.0,Male,N/A
78.0,Female,N/A
30.0,Female,Artist
99.0,Male,Lawyer
18.0,Female,N/A
32.0,Female,Scientist
41.0,Female,Lawyer
44.0,Male,Doctor
69.0,Female,Doctor
95.0,Female,Artist
92.0,N/A,Teacher
100.0,Female,Nurse
46.0,Female,Artist
5.0,Female,Nurse
50.82427536231884,Male,Engineer
74.0,N/A,N/A
51.0,Female,Nurse
16.0,N/A,Scientist
13.0,Female,N/A
74.0,Female,Engineer
100.0,N/A,Engineer
49.78237410071942,Female,Artist
77.0,Male,Engineer
27.0,Female,N/A
82.0,Male,Lawyer
26.0,Female,Engineer
49.78237410071942,Female,Engineer
9.0,Male,N/A
66.0,Female,Artist
51.0,Male,Scientist
65.0,Female,Doctor
41.0,N/A,Teacher
34.0,Female,Engineer
64.0,Male,Artist
93.0,Male,Lawyer
67.0,Male,Engineer
40.0,Male,N/A
44.0,Male,Scientist
55.0,Male,Teacher
49.0,Female,Teacher
71.0,Female,Doctor
42.0,Female,Artist
50.19349722442506,N/A,Artist
18.0,Female,N/A
50.82427536231884,Male,Engineer
76.0,Male,Nurse
68.0,Male,Teacher
49.0,Male,Engineer
25.0,Female,Teacher
59.0,N/A,Nurse
50.82427536231884,Male,Engineer
31.0,Female,Engineer
83.0,Female,Teacher
6.0,Female,Lawyer
9.0,Male,Scientist
49.78237410071942,Female,N/A
43.0,Female,Nurse
27.0,Male,N/A
52.0,Female,Lawyer
84.0,N/A,Teacher
62.0,Female,Engineer
12.0,Female,Nurse
14.0,Male,Artist
75.0,Male,Doctor
16.0,Female,Engineer
75.0,Female,Nurse
42.0,Female,Artist
29.0,Female,Teacher
23.0,N/A,Scientist
55.0,Female,Doctor
44.0,Female,Lawyer
97.0,Female,Engineer
69.0,Male,Artist
81.0,Female,Artist
37.0,Male,Scientist
37.0,Male,Engineer
50.82427536231884,Male,Engineer
85.0,N/A,Artist
9.0,Female,Nurse
98.0,N/A,Teacher
13.0,Female,Engineer
29.0,Male,Doctor
6.0,Male,N/A
42.0,N/A,Nurse
98.0,Female,Teacher
14.0,N/A,Scientist
67.0,Male,Nurse
28.0,Female,Lawyer
19.0,Female,Lawyer
29.0,Female,Engineer
50.82427536231884,Male,Teacher
49.78237410071942,Female,Nurse
98.0,Male,N/A
44.0,Female,Nurse
68.0,Male,Lawyer
36.0,Male,Scientist
27.0,Female,Engineer
50.82427536231884,Male,Lawyer
96.0,Male,Nurse
14.0,N/A,Doctor
49.0,Female,Nurse
90.0,Female,Teacher
12.0,Female,Teacher
26.0,Male,Doctor
31.0,Male,Artist
77.0,Male,Teacher
27.0,Female,Nurse
50.82427536231884,Male,Engineer
90.0,Female,Artist
17.0,Female,Engineer
92.0,Female,Artist
55.0,Male,N/A
34.0,Female,Artist
50.0,Male,Artist
85.0,Female,Scientist
34.0,Male,Doctor
56.0,Male,Nurse
71.0,Male,Nurse
98.0,Female,Nurse
1.0,Female,Artist
62.0,Female,Nurse
53.0,Female,Doctor
12.0,N/A,Lawyer
87.0,Female,Artist
49.78237410071942,Female,Nurse
43.0,N/A,Teacher
50.82427536231884,Male,Doctor
74.0,Male,Doctor
49.78237410071942,Female,Lawyer
50.82427536231884,Male,N/A
20.0,Male,Nurse
49.78237410071942,Female,Nurse
66.0,Female,Teacher
72.0,Female,Nurse
45.0,N/A,Doctor
71.0,Female,Doctor
22.0,Male,Nurse
42.0,Female,Scientist
92.0,Male,N/A
14.0,Female,Doctor
62.0,Female,N/A
5.0,N/A,Artist
81.0,Female,Engineer
45.0,Male,Nurse
0.0,Female,Engineer
48.0,Male,Lawyer
9.0,Female,Artist
83.0,Female,Scientist
81.0,Female,Artist
96.0,Male,Nurse
86.0,Male,Engineer
65.0,Male,Teacher
72.0,N/A,Doctor
70.0,N/A,Lawyer
24.0,Male,Nurse
49.0,Female,Scientist
47.0,N/A,Doctor
35.0,Female,Nurse
2.0,Female,N/A
84.0,Female,Scientist
38.0,Female,Engineer
11.0,N/A,Nurse
0.0,Female,Artist
18.0,Female,Artist
50.82427536231884,Male,Scientist
79.0,Male,N/A
14.0,Male,Engineer
43.0,Male,Nurse
46.0,Male,Teacher
53.0,Male,Lawyer
60.0,Female,Nurse
59.0,Male,N/A
70.0,Male,Engineer
34.0,Male,N/A
29.0,Female,Artist
74.0,Male,Engineer
93.0,N/A,Teacher
24.0,Male,Lawyer
73.0,Female,Engineer
43.0,Male,N/A
85.0,Female,Lawyer
14.0,Male,Doctor
49.78237410071942,Female,Nurse
46.0,Female,Artist
56.0,Female,Scientist
50.82427536231884,Male,Engineer
40.0,Male,Doctor
33.0,Female,Engineer
82.0,Female,Nurse
9.0,Female,Artist
57.0,Female,Scientist
27.0,Female,N/A
49.0,Male,Scientist
50.82427536231884,Male,Nurse
39.0,Male,Doctor
94.0,Female,Doctor
40.0,Male,Scientist
1.0,Female,Doctor
23.0,Male,Scientist
76.0,Female,Doctor
64.0,Male,Lawyer
2.0,Female,N/A
21.0,N/A,Engineer
87.0,Female,Nurse
45.0,Female,Teacher
50.82427536231884,Male,N/A
54.0,Male,Scientist
49.78237410071942,Female,Teacher
38.0,Male,Teacher
36.0,Male,Nurse
53.0,Male,Scientist
85.0,Female,Scientist
93.0,Male,Teacher
64.0,Male,Engineer
83.0,Male,Nurse
18.0,Female,Artist
50.82427536231884,Male,Doctor
44.0,Female,Teacher
22.0,N/A,N/A
18.0,Female,Engineer
38.0,Male,Nurse
50.82427536231884,Male,Scientist
61.0,Male,Teacher
31.0,Female,Teacher
49.78237410071942,Female,Lawyer
97.0,Male,N/A
46.0,Male,Nurse
67.0,Male,Teacher
70.0,Male,Nurse
39.0,Female,Doctor
42.0,N/A,Doctor
12.0,Male,Nurse
13.0,N/A,Nurse
67.0,N/A,Scientist
43.0,Female,Artist
77.0,Male,Nurse
52.0,Female,Scientist
15.0,Female,Artist
88.0,Female,Teacher
50.82427536231884,Male,N/A
44.0,N/A,Artist
82.0,Female,Engineer
18.0,N/A,Teacher
58.0,Male,Scientist
89.0,Female,Artist
39.0,Male,N/A
53.0,Female,Nurse
92.0,Female,Doctor
93.0,Female,N/A
39.0,Male,Scientist
40.0,N/A,Teacher
49.0,Female,Artist
43.0,Female,Artist
50.82427536231884,Male,Nurse
78.0,Male,Lawyer
31.0,Female,Nurse
26.0,Female,Doctor
2.0,Male,N/A
89.0,Female,Doctor
9.0,N/A,Lawyer
9.0,Male,Artist
44.0,Male,Scientist
30.0,Male,Engineer
72.0,Male,Lawyer
92.0,N/A,Teacher
46.0,N/A,Scientist
50.19349722442506,N/A,Lawyer
92.0,N/A,Lawyer
95.0,Female,Scientist
21.0,Female,Lawyer
99.0,Female,N/A
100.0,Male,Teacher
23.0,Male,Nurse
12.0,Male,Doctor
58.0,Male,Doctor
49.78237410071942,Female,Artist
58.0,Female,Engineer
17.0,N/A,Teacher
7.0,Male,Scientist
20.0,Female,Teacher
60.0,N/A,Teacher
49.0,Female,Lawyer
6.0,Male,Lawyer
26.0,Male,Artist
50.82427536231884,Male,Engineer
70.0,Male,N/A
25.0,Female,Nurse
6.0,Male,Nurse
14.0,Male,Doctor
37.0,Male,Teacher
50.19349722442506,N/A,N/A
85.0,Male,Scientist
49.0,Male,Teacher
49.78237410071942,Female,Scientist
41.0,Female,Lawyer
2.0,Female,Scientist
36.0,Male,Engineer
26.0,Female,Doctor
18.0,Male,Artist
71.0,Female,Lawyer
42.0,Female,Scientist
79.0,Female,Nurse
79.0,Female,N/A
86.0,Male,Nurse
49.78237410071942,Female,Artist
22.0,Female,Scientist
5.0,Female,Lawyer
70.0,Female,N/A
46.0,Male,Artist
99.0,Female,Artist
60.0,Female,N/A
13.0,Male,Doctor
96.0,Female,Doctor
89.0,Male,Teacher
89.0,Male,Artist
90.0,Female,N/A
74.0,Female,Lawyer
33.0,Male,Scientist
29.0,Female,Lawyer
23.0,Male,Lawyer
84.0,Female,Doctor
51.0,Female,Lawyer
88.0,Male,Lawyer
